Date,Open Price,Close Price,High Price,Low Price,Volume
07-May-2014,58.77,57.39,59.30,56.26,78140800
08-May-2014,57.23,56.76,58.82,56.50,60787512
09-May-2014,56.85,57.24,57.65,56.38,52299876
12-May-2014,57.98,59.83,59.90,57.98,47809336
13-May-2014,59.66,59.83,60.89,59.51,48079948
14-May-2014,59.53,59.23,60.45,58.95,46500912
15-May-2014,59.26,59.23,59.38,57.52,56129756
16-May-2014,58.31,57.92,58.45,57.31,47636268
19-May-2014,57.89,58.02,59.56,57.57,42649648
20-May-2014,59.50,59.21,60.19,58.18,53498680
21-May-2014,58.56,58.56,60.50,58.25,58477252
22-May-2014,60.94,60.52,61.48,60.40,53976552
23-May-2014,60.41,61.35,61.45,60.15,38062456
27-May-2014,61.62,63.48,63.51,61.57,55345840
28-May-2014,63.39,63.48,64.14,62.62,47050496
29-May-2014,63.84,63.51,64.30,63.51,42158568
30-May-2014,63.95,63.83,64.17,62.56,44112440
02-Jun-2014,63.23,63.08,63.59,62.05,35848388
03-Jun-2014,62.62,62.87,63.42,62.32,31836596
04-Jun-2014,62.45,62.87,63.59,62.07,36276072
05-Jun-2014,63.66,63.34,64.36,62.82,47116676
06-Jun-2014,63.37,63.19,63.48,62.15,42127960
09-Jun-2014,62.40,62.88,63.34,61.79,37087356
10-Jun-2014,63.53,62.88,65.82,63.50,68670552
11-Jun-2014,65.32,65.77,65.80,64.90,43819040
12-Jun-2014,65.85,64.29,66.47,64.06,55461780
13-Jun-2014,64.70,64.50,64.97,63.83,29236944
16-Jun-2014,64.16,64.19,64.88,63.75,30718156
17-Jun-2014,64.10,64.40,64.88,63.93,27479190
18-Jun-2014,64.49,65.60,65.75,64.05,35327340
19-Jun-2014,65.46,64.34,65.58,64.21,34029020
20-Jun-2014,64.46,64.50,64.81,63.35,45067324
23-Jun-2014,64.32,65.37,65.66,64.22,34334936
24-Jun-2014,65.36,65.72,67.17,65.27,65503
25-Jun-2014,65.58,67.44,67.48,65.57,43977952
26-Jun-2014,68.00,67.13,68.00,66.90,47449868
27-Jun-2014,67.31,67.60,67.70,66.84,38783700
30-Jun-2014,67.46,67.29,67.92,67.13,26779156
01-Jul-2014,67.58,68.06,68.44,67.39,32893570
02-Jul-2014,68.04,66.45,68.30,65.79,41613872
03-Jul-2014,66.86,66.29,67.00,65.76,25188836
07-Jul-2014,66.30,66.29,66.57,65.12,28573968
08-Jul-2014,65.06,65.29,65.56,62.21,68352208
09-Jul-2014,63.41,64.97,65.12,63.15,51169400
10-Jul-2014,63.31,64.87,65.34,63.05,44280752
11-Jul-2014,65.28,66.34,66.59,64.79,39023832
14-Jul-2014,67.13,66.34,68.17,66.90,38160528
15-Jul-2014,67.96,67.90,68.09,66.26,43965480
16-Jul-2014,67.54,67.17,67.94,67.07,29151900
17-Jul-2014,67.03,67.66,67.85,66.04,37481928
18-Jul-2014,66.80,66.41,68.46,66.16,41814180
21-Jul-2014,68.81,69.40,69.96,68.50,49168464
22-Jul-2014,69.76,69.27,69.77,68.61,40031724
23-Jul-2014,69.74,69.27,71.33,69.61,58656856
24-Jul-2014,75.96,74.98,76.74,74.51,122772816
25-Jul-2014,74.99,75.19,75.67,74.66,45629508
28-Jul-2014,75.17,74.92,75.50,73.85,41488160
29-Jul-2014,74.72,73.71,74.92,73.42,40235236
30-Jul-2014,74.21,74.68,75.19,74.13,36213704
31-Jul-2014,74.00,74.68,74.17,72.44,43293980
01-Aug-2014,72.22,72.65,73.22,71.55,42777448
04-Aug-2014,72.36,72.36,73.88,72.36,30161000
05-Aug-2014,73.20,73.51,73.59,72.18,34388380
06-Aug-2014,72.02,72.47,73.72,71.79,30682780
07-Aug-2014,73.00,72.47,74.00,72.70,37924032
08-Aug-2014,73.40,73.17,73.43,72.56,26876002
11-Aug-2014,73.46,73.44,73.91,73.06,24474456
12-Aug-2014,73.09,73.44,73.33,72.22,27084292
13-Aug-2014,73.12,73.77,74.25,73.05,29059520
14-Aug-2014,73.97,74.30,74.38,73.69,21990164
15-Aug-2014,74.32,73.63,74.65,73.00,38700952
18-Aug-2014,74.00,73.63,74.72,73.96,23789032
19-Aug-2014,74.81,74.59,75.58,74.77,26424086
20-Aug-2014,74.97,74.81,75.18,74.62,22835864
21-Aug-2014,74.92,74.81,75.19,74.41,19499236
22-Aug-2014,74.34,74.57,74.73,73.57,20736994
25-Aug-2014,74.94,75.02,75.28,74.79,19547764
26-Aug-2014,75.00,75.96,75.99,74.73,23648764
27-Aug-2014,75.27,74.63,75.49,74.46,35861404
28-Aug-2014,74.00,74.63,74.43,73.73,21781780
29-Aug-2014,74.30,73.86,74.82,74.01,23899384
02-Sep-2014,75.01,76.68,76.70,74.82,34609988
03-Sep-2014,77.14,76.68,77.48,75.60,31633660
04-Sep-2014,75.89,75.95,76.93,75.53,26422984
05-Sep-2014,76.10,77.26,77.38,75.60,29229934
08-Sep-2014,77.26,77.89,78.17,77.01,28018220
09-Sep-2014,77.59,77.89,78.17,76.20,28605568
10-Sep-2014,76.52,77.43,77.95,76.51,29598956
11-Sep-2014,77.13,77.43,78.36,77.05,31994334
12-Sep-2014,78.02,77.92,78.30,77.10,26386092
15-Sep-2014,77.15,77.48,77.25,73.43,49444844
16-Sep-2014,73.52,74.58,76.23,73.07,37521752
17-Sep-2014,75.96,76.08,77.25,75.57,28390162
18-Sep-2014,76.77,76.43,77.33,76.52,22816796
19-Sep-2014,77.40,77.00,78.00,76.44,56879860
22-Sep-2014,77.00,77.91,77.53,75.95,31785888
23-Sep-2014,76.33,78.29,78.63,76.04,36658000
24-Sep-2014,78.10,78.54,78.62,77.51,30631736
25-Sep-2014,78.60,77.22,78.94,77.13,37389664
26-Sep-2014,77.59,78.79,78.84,77.33,28813268
29-Sep-2014,78.12,79.00,79.20,77.91,33967424
30-Sep-2014,79.35,79.04,79.71,78.60,35812072
01-Oct-2014,78.78,76.55,78.82,75.90,54997120
02-Oct-2014,76.57,77.08,77.48,75.64,36392056
03-Oct-2014,77.76,77.44,78.06,77.26,23279970
06-Oct-2014,77.19,77.56,77.89,76.85,25686270
07-Oct-2014,77.05,76.29,77.95,76.24,25236586
08-Oct-2014,76.18,77.52,77.71,75.10,32816868
09-Oct-2014,77.28,75.91,77.76,75.85,32411944
10-Oct-2014,75.59,72.91,76.50,72.76,52054968
13-Oct-2014,73.23,72.99,74.78,72.52,43826992
14-Oct-2014,74.00,73.59,74.18,72.05,50110568
15-Oct-2014,71.69,73.21,73.80,70.32,61391512
16-Oct-2014,70.79,72.63,73.35,70.58,53449380
17-Oct-2014,74.23,75.95,76.00,73.75,76256848
20-Oct-2014,75.60,76.95,77.09,75.38,34536376
21-Oct-2014,77.56,78.69,78.74,77.15,32163376
22-Oct-2014,78.82,78.37,79.85,78.01,41794316
23-Oct-2014,79.38,80.04,80.63,79.01,34859056
24-Oct-2014,80.20,80.67,80.82,79.32,32113490
27-Oct-2014,80.74,80.28,80.80,79.76,29733484
28-Oct-2014,80.18,80.77,81.16,79.57,59779128
29-Oct-2014,75.45,75.86,76.88,74.78,105839544
30-Oct-2014,75.05,74.11,75.35,72.90,83076848
31-Oct-2014,74.93,74.99,75.70,74.45,44460400
03-Nov-2014,75.47,73.88,75.52,73.70,40516316
04-Nov-2014,74.23,75.76,75.77,73.65,39166860
05-Nov-2014,76.51,74.83,76.80,74.42,35850268
06-Nov-2014,74.89,75.26,75.60,74.31,21315256
07-Nov-2014,75.39,75.60,75.86,75.02,20755428
10-Nov-2014,75.36,75.00,75.48,74.61,21524420
11-Nov-2014,74.95,74.61,74.98,74.03,18701052
12-Nov-2014,74.28,74.72,75.14,73.54,26484400
13-Nov-2014,74.74,74.25,75.24,73.64,26405116
14-Nov-2014,74.27,74.88,74.93,74.04,19310716
17-Nov-2014,74.88,74.24,75.65,73.88,28657250
18-Nov-2014,74.45,74.34,74.80,73.90,20648288
19-Nov-2014,74.01,73.33,74.54,73.11,25399170
20-Nov-2014,72.80,73.60,73.99,72.51,19128364
21-Nov-2014,74.50,73.75,74.50,73.50,23038922
24-Nov-2014,73.54,74.01,74.35,73.35,22057968
25-Nov-2014,74.21,75.63,75.74,74.13,32194502
26-Nov-2014,75.53,77.62,77.78,75.51,32677420
28-Nov-2014,77.67,77.70,78.27,77.23,15992035
01-Dec-2014,77.26,75.10,77.31,74.80,31741948
02-Dec-2014,75.33,75.46,75.91,75.04,16747354
03-Dec-2014,75.38,74.88,75.73,74.40,15936067
04-Dec-2014,74.83,75.24,75.55,74.66,14365308
05-Dec-2014,75.80,76.36,76.76,75.36,24268852
08-Dec-2014,76.18,76.52,77.25,75.40,25669702
09-Dec-2014,75.20,76.84,76.93,74.78,25303040
10-Dec-2014,76.65,76.18,77.55,76.07,32154292
11-Dec-2014,76.52,77.73,78.52,76.48,33445056
12-Dec-2014,77.16,77.83,78.88,77.02,28044360
15-Dec-2014,78.46,76.99,78.58,76.56,29334640
16-Dec-2014,76.19,74.69,77.39,74.59,31459420
17-Dec-2014,75.01,76.11,76.41,74.90,29136508
18-Dec-2014,76.89,78.40,78.40,76.51,34137000
19-Dec-2014,78.75,79.88,80.00,78.33,43277572
22-Dec-2014,80.08,81.45,81.89,80.00,31347060
23-Dec-2014,82.02,80.61,82.17,80.40,19843008
24-Dec-2014,81.03,80.77,81.43,80.75,7685481
26-Dec-2014,81.02,80.78,81.28,80.51,10627538
29-Dec-2014,80.49,80.02,80.96,79.71,14101001
30-Dec-2014,79.85,79.22,80.59,79.10,14235672
31-Dec-2014,79.54,78.02,79.80,77.86,19995784
02-Jan-2015,78.58,78.45,78.93,77.70,18140072
05-Jan-2015,77.98,77.19,79.25,76.86,26388452
06-Jan-2015,77.23,76.15,77.59,75.36,27362660
07-Jan-2015,76.76,76.15,77.36,75.82,22010630
08-Jan-2015,76.74,78.18,78.23,76.08,23927826
09-Jan-2015,78.20,77.74,78.62,77.20,21135212
12-Jan-2015,77.84,76.72,78.00,76.21,19147062
13-Jan-2015,77.23,76.45,78.08,75.85,25148566
14-Jan-2015,76.42,76.28,77.20,76.03,25830640
15-Jan-2015,76.40,74.05,76.57,73.54,34041400
16-Jan-2015,74.04,75.18,75.32,73.84,21737776
20-Jan-2015,75.72,76.24,76.31,74.82,22764928
21-Jan-2015,76.16,76.74,77.30,75.85,25078852
22-Jan-2015,77.17,77.65,77.75,76.68,19453764
23-Jan-2015,77.65,77.83,78.19,77.04,16360246
26-Jan-2015,77.98,77.50,78.47,77.29,19213164
27-Jan-2015,76.71,75.78,76.88,75.63,19960852
28-Jan-2015,76.90,76.24,77.64,76.00,49598564
29-Jan-2015,76.85,78.00,78.02,74.21,60604524
30-Jan-2015,78.00,75.91,78.16,75.75,42516616
02-Feb-2015,76.11,74.99,76.14,73.75,41897528
03-Feb-2015,75.19,75.40,75.58,73.86,26918434
04-Feb-2015,75.09,75.63,76.35,75.01,20241820
05-Feb-2015,75.71,75.61,75.98,75.21,14966050
06-Feb-2015,75.68,74.47,75.70,74.25,21127882
09-Feb-2015,74.05,74.44,74.83,73.45,16181195
10-Feb-2015,74.85,75.19,75.34,74.50,15781600
11-Feb-2015,75.09,76.51,76.75,75.03,20809504
12-Feb-2015,76.86,76.23,76.87,75.89,17207422
13-Feb-2015,76.46,75.74,76.48,75.50,18483816
17-Feb-2015,75.30,75.60,76.91,75.08,25240470
18-Feb-2015,75.94,76.71,76.90,75.45,22384664
19-Feb-2015,76.99,79.42,79.84,76.95,45774112
20-Feb-2015,79.55,79.89,80.34,79.20,36902984
23-Feb-2015,79.96,78.84,80.19,78.38,24100060
24-Feb-2015,78.50,78.45,79.48,78.10,18872376
25-Feb-2015,78.50,79.56,80.20,78.50,25545838
26-Feb-2015,79.88,80.41,81.37,79.72,30972156
27-Feb-2015,80.68,78.97,81.23,78.62,30698752
02-Mar-2015,79.00,79.75,79.86,78.52,21628540
03-Mar-2015,79.61,79.60,79.70,78.52,18578656
04-Mar-2015,79.30,80.89,81.15,78.85,28052754
05-Mar-2015,81.23,81.21,81.99,81.05,27790044
06-Mar-2015,80.90,80.00,81.33,79.83,24431354
09-Mar-2015,79.68,79.44,79.91,78.63,18894440
10-Mar-2015,78.50,77.55,79.26,77.55,22958288
11-Mar-2015,77.80,77.57,78.43,77.26,20138376
12-Mar-2015,78.10,78.93,79.05,77.91,16068814
13-Mar-2015,78.60,78.05,79.38,77.68,18481128
16-Mar-2015,77.96,78.07,78.12,77.36,19184576
17-Mar-2015,78.36,79.36,79.78,78.34,22066918
18-Mar-2015,79.25,80.91,81.24,79.17,36709176
19-Mar-2015,81.12,82.75,83.00,81.00,42030548
20-Mar-2015,83.39,83.80,84.60,83.07,44397148
23-Mar-2015,83.92,84.43,84.96,83.30,27268880
24-Mar-2015,84.71,85.31,86.07,84.52,32496960
25-Mar-2015,85.50,82.92,85.52,82.92,37334980
26-Mar-2015,82.72,83.01,83.77,82.14,32750656
27-Mar-2015,83.38,83.30,83.95,82.88,18310188
30-Mar-2015,83.81,83.19,84.34,82.41,24505982
31-Mar-2015,82.90,82.21,83.50,82.21,19699448
01-Apr-2015,82.50,81.67,82.72,80.87,22018436
02-Apr-2015,82.25,81.56,82.56,81.44,19628140
06-Apr-2015,80.80,82.44,82.81,80.80,19007452
07-Apr-2015,82.65,82.32,83.42,82.22,17439340
08-Apr-2015,82.63,82.28,83.10,81.84,18930494
09-Apr-2015,82.50,82.17,82.80,81.71,15902346
10-Apr-2015,82.21,82.04,82.61,81.91,12500085
13-Apr-2015,81.93,83.01,83.94,81.92,26867980
14-Apr-2015,83.17,83.51,83.69,82.44,19602028
15-Apr-2015,83.55,82.71,83.66,82.27,22357040
16-Apr-2015,82.47,82.31,83.07,82.15,13675618
17-Apr-2015,81.48,80.78,82.11,80.37,24122936
20-Apr-2015,81.54,83.09,83.15,81.24,28698866
21-Apr-2015,84.00,83.62,84.49,83.54,26813138
22-Apr-2015,84.32,84.63,84.74,83.65,42079476
23-Apr-2015,84.10,82.41,85.59,82.41,73581048
24-Apr-2015,82.77,81.53,82.94,81.48,29613696
27-Apr-2015,81.87,81.91,82.93,81.63,25384808
28-Apr-2015,81.83,80.68,81.90,80.23,23716684
29-Apr-2015,80.01,80.46,81.39,79.52,26398874
30-Apr-2015,80.01,78.77,80.96,78.32,28892116
01-May-2015,79.24,78.99,79.76,78.11,22800996
04-May-2015,79.33,78.81,79.69,78.63,14642085
05-May-2015,78.55,77.56,78.80,77.22,22227184
06-May-2015,77.97,78.10,78.81,77.05,28607394
07-May-2015,78.00,78.43,78.94,77.56,19714504
08-May-2015,79.10,78.51,79.23,78.03,19917320
11-May-2015,78.48,78.01,79.03,77.93,18820528
12-May-2015,77.87,77.46,77.89,76.79,21243836
13-May-2015,77.72,78.44,78.53,77.65,21483632
14-May-2015,78.94,81.37,81.85,78.67,49354960
15-May-2015,81.41,80.42,81.52,80.18,27028520
18-May-2015,80.33,80.88,81.38,80.23,21554666
19-May-2015,81.25,80.63,81.69,80.55,17942468
20-May-2015,80.47,80.55,81.10,79.46,23014160
21-May-2015,80.19,80.48,80.92,80.08,13364082
22-May-2015,80.35,80.54,81.31,80.25,19544096
26-May-2015,80.43,79.33,80.60,79.08,16268162
27-May-2015,79.60,80.55,80.66,79.43,14106608
28-May-2015,80.25,80.14,81.07,80.00,11969441
29-May-2015,79.95,79.19,80.07,78.88,16111202
01-Jun-2015,79.30,80.29,80.38,78.66,18104220
02-Jun-2015,79.76,80.44,81.35,79.56,18898560
03-Jun-2015,81.35,82.44,82.53,81.25,31625252
04-Jun-2015,82.14,82.05,82.95,81.51,20812786
05-Jun-2015,81.87,82.14,82.46,81.51,16087278
08-Jun-2015,81.82,80.67,82.00,80.13,16878532
09-Jun-2015,80.60,80.67,81.19,79.32,16442581
10-Jun-2015,80.83,82.16,82.60,80.81,21485668
11-Jun-2015,82.31,81.83,82.90,81.36,18610616
12-Jun-2015,81.37,81.53,82.09,81.20,11400264
15-Jun-2015,80.55,80.71,80.93,80.07,18769924
16-Jun-2015,80.82,81.06,81.51,80.45,13660633
17-Jun-2015,81.76,81.79,82.22,81.34,18308742
18-Jun-2015,81.64,82.90,83.19,81.57,26720782
19-Jun-2015,82.83,82.51,82.98,82.12,23327996
22-Jun-2015,83.41,84.74,84.97,83.31,29043808
23-Jun-2015,84.96,87.88,87.97,84.76,50319212
24-Jun-2015,87.66,88.86,89.25,87.45,41322236
25-Jun-2015,89.26,87.98,89.40,87.83,27240516
26-Jun-2015,88.12,88.01,88.34,86.83,38181340
29-Jun-2015,86.61,85.80,87.50,85.73,35865640
30-Jun-2015,86.60,85.76,86.70,85.57,23169028
01-Jul-2015,86.77,86.91,87.95,86.49,25196856
02-Jul-2015,87.40,87.29,87.44,86.34,16866896
06-Jul-2015,86.49,87.55,88.18,86.39,24588260
07-Jul-2015,87.80,87.22,87.85,85.23,33016816
08-Jul-2015,86.29,85.65,86.75,85.44,24335794
09-Jul-2015,86.73,85.88,87.60,85.65,23236536
10-Jul-2015,87.35,87.95,88.22,86.77,23181068
13-Jul-2015,88.66,90.10,90.22,88.42,29657888
14-Jul-2015,90.46,89.68,90.80,89.65,26566786
15-Jul-2015,90.00,89.76,90.99,89.42,30806580
16-Jul-2015,90.28,90.85,90.86,89.77,21303568
17-Jul-2015,92.55,94.97,95.39,92.54,53655040
20-Jul-2015,95.85,97.91,98.60,95.36,54781024
21-Jul-2015,98.95,98.39,99.24,97.14,39117996
22-Jul-2015,96.74,97.04,97.58,95.92,28193504
23-Jul-2015,96.96,95.44,97.45,94.81,29221456
24-Jul-2015,97.35,96.95,97.76,95.88,33342080
27-Jul-2015,96.58,94.17,96.61,93.83,38359288
28-Jul-2015,94.84,95.29,95.56,93.31,34664408
29-Jul-2015,96.32,96.99,97.28,94.74,58884728
30-Jul-2015,94.91,95.21,95.81,91.80,85984448
31-Jul-2015,94.95,94.01,96.33,93.95,43958928
03-Aug-2015,93.53,94.14,95.08,92.80,29241596
04-Aug-2015,93.79,94.06,94.73,93.33,20042084
05-Aug-2015,95.25,96.44,97.09,95.18,29697176
06-Aug-2015,97.18,95.12,98.74,94.42,42202732
07-Aug-2015,95.38,94.30,95.40,93.61,23135144
10-Aug-2015,95.68,94.15,95.90,93.63,21453828
11-Aug-2015,93.73,93.62,94.76,92.90,22243634
12-Aug-2015,92.70,94.19,94.44,91.19,27070410
13-Aug-2015,94.05,93.43,94.73,93.35,17397008
14-Aug-2015,93.54,94.42,94.72,93.21,15898644
17-Aug-2015,94.42,93.93,94.46,93.39,18278930
18-Aug-2015,94.08,95.17,95.85,94.04,22193376
19-Aug-2015,94.63,95.31,96.10,94.16,23173800
20-Aug-2015,93.54,90.56,94.77,90.46,44384640
21-Aug-2015,87.52,86.06,89.18,85.61,62460792
24-Aug-2015,77.03,82.09,87.14,72.00,83429864
25-Aug-2015,86.95,83.00,87.67,83.00,51830656
26-Aug-2015,85.95,87.19,87.46,83.26,44982272
27-Aug-2015,89.10,89.73,90.06,87.19,42248808
28-Aug-2015,89.88,91.01,91.48,89.79,33165948
31-Aug-2015,90.60,89.43,91.05,88.89,32766536
01-Sep-2015,86.85,87.23,89.39,86.50,35930580
02-Sep-2015,88.81,89.89,89.89,87.63,26996892
03-Sep-2015,89.76,88.15,89.82,87.73,26947064
04-Sep-2015,87.20,88.26,88.39,86.70,27269942
08-Sep-2015,89.69,89.53,90.24,88.83,26925424
09-Sep-2015,90.78,90.44,91.98,90.17,32476796
10-Sep-2015,90.07,91.98,92.06,89.63,26383316
11-Sep-2015,91.68,92.05,92.08,91.13,21097766
14-Sep-2015,92.31,92.31,92.62,91.60,20105536
15-Sep-2015,92.37,92.90,93.25,91.79,18816732
16-Sep-2015,92.90,93.45,93.60,92.63,16264888
17-Sep-2015,93.37,94.34,95.51,92.90,27714530
18-Sep-2015,93.20,94.40,95.19,93.05,62227156
21-Sep-2015,94.62,95.55,96.49,94.52,28670572
22-Sep-2015,93.77,92.96,94.68,91.92,36811260
23-Sep-2015,93.40,93.97,94.32,92.80,21668572
24-Sep-2015,93.06,94.41,94.76,92.24,29032696
25-Sep-2015,95.79,92.77,95.85,92.06,28898028
28-Sep-2015,92.08,89.21,92.29,88.18,41055344
29-Sep-2015,89.10,86.67,90.06,85.72,42195096
30-Sep-2015,88.44,89.90,90.02,88.01,36089380
01-Oct-2015,90.05,90.95,90.95,88.36,29214528
02-Oct-2015,88.90,92.07,92.20,88.37,37661568
05-Oct-2015,92.94,94.01,94.27,92.66,27035856
06-Oct-2015,94.08,92.80,94.17,92.34,22453016
07-Oct-2015,93.11,92.40,93.66,91.37,24089936
08-Oct-2015,91.89,92.47,93.22,90.47,27233146
09-Oct-2015,92.90,93.24,93.74,92.24,19911368
12-Oct-2015,93.32,94.26,94.60,92.67,18396448
13-Oct-2015,93.66,94.12,95.37,93.55,19397790
14-Oct-2015,94.08,94.07,95.20,93.61,19180544
15-Oct-2015,94.99,95.96,96.30,94.90,27496428
16-Oct-2015,96.18,97.54,97.59,95.35,25363120
19-Oct-2015,97.18,98.47,98.57,96.92,23600894
20-Oct-2015,98.73,97.00,99.59,96.56,30821986
21-Oct-2015,97.37,97.11,98.18,96.47,21969872
22-Oct-2015,97.79,99.67,99.73,97.55,25934492
23-Oct-2015,101.91,102.19,102.85,100.16,42737952
26-Oct-2015,102.20,103.77,103.81,101.55,25873632
27-Oct-2015,102.94,103.70,104.10,102.40,23729932
28-Oct-2015,103.90,104.20,104.48,102.92,24053544
29-Oct-2015,103.96,104.88,105.12,103.52,20141420
30-Oct-2015,104.51,101.97,104.72,101.65,33433716
02-Nov-2015,102.46,103.31,103.47,101.18,23958624
03-Nov-2015,103.22,102.58,103.65,102.40,21164736
04-Nov-2015,103.19,103.94,104.14,102.48,40375496
05-Nov-2015,108.80,108.76,110.65,107.95,63132660
06-Nov-2015,108.04,107.10,108.74,105.91,35029048
09-Nov-2015,107.00,106.39,108.25,105.86,23483920
10-Nov-2015,105.96,107.91,108.15,105.24,24996544
11-Nov-2015,108.27,109.01,109.87,107.11,25021328
12-Nov-2015,108.48,108.02,109.39,108.00,20848444
13-Nov-2015,107.71,103.95,108.25,103.83,30145228
16-Nov-2015,103.32,104.04,104.17,100.47,49241880
17-Nov-2015,104.62,105.13,106.20,104.14,26767572
18-Nov-2015,105.80,107.77,107.88,105.39,23788572
19-Nov-2015,107.36,106.26,107.73,105.95,25481042
20-Nov-2015,106.84,107.32,107.87,106.62,22096840
23-Nov-2015,107.19,106.95,107.47,106.08,19739928
24-Nov-2015,106.00,105.74,106.49,104.39,23512012
25-Nov-2015,106.33,105.41,106.60,105.10,15136923
27-Nov-2015,105.78,105.45,105.96,104.86,5913066
30-Nov-2015,105.84,104.24,106.10,103.75,20053750
01-Dec-2015,104.83,107.12,107.15,104.50,22738064
02-Dec-2015,107.00,106.07,107.92,105.79,24311460
03-Dec-2015,106.27,104.38,106.85,103.35,23189592
04-Dec-2015,104.81,106.18,107.73,104.11,21211774
07-Dec-2015,106.48,105.61,106.83,104.66,15435904
08-Dec-2015,104.00,106.49,106.91,103.95,20374440
09-Dec-2015,106.18,104.60,106.44,103.55,23455824
10-Dec-2015,105.05,105.42,106.40,104.41,17433364
11-Dec-2015,104.15,102.12,104.34,101.91,26340438
14-Dec-2015,102.29,104.66,104.74,101.46,24690712
15-Dec-2015,105.30,104.55,105.80,104.28,21695312
16-Dec-2015,105.37,106.79,107.09,104.19,22094276
17-Dec-2015,107.49,106.22,107.75,106.13,21578728
18-Dec-2015,106.08,104.04,106.59,103.97,35760032
21-Dec-2015,104.91,104.77,105.15,103.60,16102850
22-Dec-2015,105.22,105.51,105.66,104.81,14581141
23-Dec-2015,105.89,104.63,106.11,103.86,19570920
24-Dec-2015,104.74,105.02,105.32,104.50,6512134
28-Dec-2015,105.02,105.93,105.98,104.53,13043828
29-Dec-2015,106.42,107.26,107.74,106.25,17145720
30-Dec-2015,107.00,106.22,107.25,106.06,13103908
31-Dec-2015,106.00,104.66,106.17,104.62,18375780
04-Jan-2016,101.95,102.22,102.24,99.75,37826760
05-Jan-2016,102.89,102.73,103.71,101.67,23232468
06-Jan-2016,101.13,102.97,103.77,100.90,25038916
07-Jan-2016,100.50,97.92,101.43,97.30,45022540
08-Jan-2016,99.88,97.33,100.50,97.03,35343740
11-Jan-2016,97.91,97.51,98.60,95.39,29896248
12-Jan-2016,99.00,99.37,99.96,97.55,28300400
13-Jan-2016,100.58,95.44,100.58,95.21,33292314
14-Jan-2016,95.85,98.37,98.87,92.45,48605132
15-Jan-2016,93.98,94.97,96.38,93.54,46056584
19-Jan-2016,96.53,95.26,97.42,93.92,30821908
20-Jan-2016,92.83,94.35,95.00,89.37,59006980
21-Jan-2016,94.91,94.16,95.99,92.62,30478616
22-Jan-2016,96.41,97.94,98.07,95.49,30370420
25-Jan-2016,98.72,97.01,99.48,96.93,32379384
26-Jan-2016,97.76,97.34,97.88,95.66,26742440
27-Jan-2016,97.79,94.45,97.85,94.23,52477208
28-Jan-2016,107.20,109.11,110.34,104.81,107202576
29-Jan-2016,108.99,112.21,112.84,108.84,62525288
01-Feb-2016,112.27,115.09,115.72,112.01,45930172
02-Feb-2016,114.80,114.61,117.59,113.20,59691852
03-Feb-2016,115.27,112.69,115.34,109.75,56860432
04-Feb-2016,111.80,110.49,111.94,109.25,38749324
05-Feb-2016,109.51,104.07,109.58,103.18,76787056
08-Feb-2016,100.41,99.75,102.68,97.46,71091512
09-Feb-2016,97.14,99.54,102.40,96.82,62609376
10-Feb-2016,101.55,101.00,103.25,100.24,45031736
11-Feb-2016,99.60,101.91,105.11,98.88,43585140
12-Feb-2016,103.74,102.01,104.24,101.09,36155684
16-Feb-2016,103.80,101.61,103.93,100.24,45599380
17-Feb-2016,101.94,105.20,105.72,100.40,44004660
18-Feb-2016,105.80,103.47,106.00,103.03,29531764
19-Feb-2016,102.55,104.57,105.02,102.06,32375032
22-Feb-2016,105.49,107.16,108.25,105.34,35668272
23-Feb-2016,106.85,105.46,107.47,105.12,25270198
24-Feb-2016,104.21,106.88,106.95,102.74,34278268
25-Feb-2016,107.11,108.07,108.07,105.61,29836960
26-Feb-2016,108.70,107.92,109.45,107.16,26651900
29-Feb-2016,107.60,106.92,108.91,106.75,32736160
01-Mar-2016,107.83,109.82,109.82,107.60,26713150
02-Mar-2016,109.68,109.95,110.55,108.77,25653556
03-Mar-2016,110.25,109.58,110.30,108.54,21336604
04-Mar-2016,110.05,108.39,110.05,107.93,24903810
07-Mar-2016,108.07,105.73,108.07,104.72,31481352
08-Mar-2016,104.78,105.93,107.37,104.40,25578682
09-Mar-2016,106.70,107.51,107.51,105.49,20458196
10-Mar-2016,107.91,107.32,108.66,105.77,24833320
11-Mar-2016,108.48,109.41,109.42,107.92,20661594
14-Mar-2016,109.28,109.89,110.33,108.77,17239384
15-Mar-2016,109.11,110.67,110.83,108.84,17594732
16-Mar-2016,110.49,112.18,112.50,110.10,24744778
17-Mar-2016,112.15,111.02,112.69,110.73,24241248
18-Mar-2016,111.56,111.45,112.42,110.27,36256876
21-Mar-2016,111.66,111.85,112.37,111.03,18447974
22-Mar-2016,111.36,112.25,112.88,111.17,19001076
23-Mar-2016,112.01,112.54,113.19,112.00,18561974
24-Mar-2016,112.13,113.05,113.09,111.68,17839120
28-Mar-2016,113.32,113.69,114.59,112.95,21351752
29-Mar-2016,113.83,116.14,116.32,113.64,29825340
30-Mar-2016,116.73,114.70,116.99,114.36,33235184
31-Mar-2016,114.70,114.10,115.01,113.77,21207526
01-Apr-2016,113.75,116.06,116.17,113.35,24760504
04-Apr-2016,114.07,112.55,114.55,111.61,48487912
05-Apr-2016,112.11,112.22,113.32,111.90,22962364
06-Apr-2016,112.47,113.71,113.81,112.42,20814640
07-Apr-2016,113.79,113.64,114.89,113.07,20714536
