Date,Open Price,Close Price,High Price,Low Price,Volume
20-Aug-2012,19.05,20.01,20.13,18.75,101186528
21-Aug-2012,19.58,19.16,19.98,19.09,70640464
22-Aug-2012,19.36,19.44,19.53,18.96,49892128
23-Aug-2012,19.50,19.44,19.73,19.36,32813310
24-Aug-2012,19.52,19.41,19.68,19.25,29622156
27-Aug-2012,19.49,19.15,19.53,19.10,20703908
28-Aug-2012,19.10,19.34,19.38,18.95,25425786
29-Aug-2012,19.32,19.10,19.38,19.07,16124625
30-Aug-2012,19.27,19.09,19.45,19.06,30647472
31-Aug-2012,18.68,18.06,18.70,18.03,58764168
04-Sep-2012,18.08,17.73,18.27,17.55,46622352
05-Sep-2012,18.27,18.58,18.75,18.18,60781720
06-Sep-2012,18.74,18.96,19.26,18.72,46066348
07-Sep-2012,19.10,18.98,19.42,18.78,36371696
10-Sep-2012,19.06,18.81,19.20,18.55,24797642
